title,artist,genre,demo,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
Vente Pa' Ca (feat. Maluma),Ricky Martin,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'puerto rican pop']",https://p.scdn.co/mp3-preview/21e38a8983daf1c35230579e4f4be70a34003da2?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.663,0.92,11.0,-4.07,0.0,0.226,0.00431,1.69e-05,0.101,0.533,99.935,7DM4BPaS7uofFul3ywMe46,spotify:track:7DM4BPaS7uofFul3ywMe46,https://api.spotify.com/v1/tracks/7DM4BPaS7uofFul3ywMe46,https://api.spotify.com/v1/audio-analysis/7DM4BPaS7uofFul3ywMe46,259196.0,4.0
Reggaetón Lento (Bailemos),CNCO,"['boy band', 'latin', 'latin pop', 'reggaeton']",https://p.scdn.co/mp3-preview/ced5c17cadb43603d0498016dcd37056331efd70?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.761,0.838,4.0,-3.073,0.0,0.0502,0.4,0.0,0.176,0.71,93.974,3AEZUABDXNtecAOSC1qTfo,spotify:track:3AEZUABDXNtecAOSC1qTfo,https://api.spotify.com/v1/tracks/3AEZUABDXNtecAOSC1qTfo,https://api.spotify.com/v1/audio-analysis/3AEZUABDXNtecAOSC1qTfo,222560.0,4.0
SAFARI,"Tyler, The Creator","['hip hop', 'rap']",https://p.scdn.co/mp3-preview/46545a950dc150f87c2584dec27b7b97f53291a6?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.471,0.71,1.0,-6.462,0.0,0.213,0.0618,1.7e-06,0.338,0.599,80.453,09xpQPfKWdio1wx6v17dGa,spotify:track:09xpQPfKWdio1wx6v17dGa,https://api.spotify.com/v1/tracks/09xpQPfKWdio1wx6v17dGa,https://api.spotify.com/v1/audio-analysis/09xpQPfKWdio1wx6v17dGa,177743.0,4.0
Cuando Se Pone a Bailar,Rombai,['cumbia pop'],https://p.scdn.co/mp3-preview/02730a7c430c379f946b4b82b18a1c0efdede779?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.588,0.682,11.0,-7.169,0.0,0.173,0.0851,2.69e-05,0.084,0.937,205.643,1MpKZi1zTXpERKwxmOu1PH,spotify:track:1MpKZi1zTXpERKwxmOu1PH,https://api.spotify.com/v1/tracks/1MpKZi1zTXpERKwxmOu1PH,https://api.spotify.com/v1/audio-analysis/1MpKZi1zTXpERKwxmOu1PH,195274.0,4.0
Otra vez (feat. J Balvin),Zion & Lennox,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",https://p.scdn.co/mp3-preview/80f292da16e796affa37fbc1d89bea7f3fef7cbb?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.832,0.772,10.0,-5.429,1.0,0.1,0.0559,0.000486,0.44,0.704,96.016,3QwBODjSEzelZyVjxPOHdq,spotify:track:3QwBODjSEzelZyVjxPOHdq,https://api.spotify.com/v1/tracks/3QwBODjSEzelZyVjxPOHdq,https://api.spotify.com/v1/audio-analysis/3QwBODjSEzelZyVjxPOHdq,209453.0,4.0
La Bicicleta,Carlos Vives,"['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']",https://p.scdn.co/mp3-preview/52f4b0aba713856275f0486f16d4abb5ff926ff3?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.745,0.944,0.0,-3.959,1.0,0.134,0.21,1.45e-06,0.333,0.951,179.991,0Gx4VrHzS7pZOEAGrmXXBH,spotify:track:0Gx4VrHzS7pZOEAGrmXXBH,https://api.spotify.com/v1/tracks/0Gx4VrHzS7pZOEAGrmXXBH,https://api.spotify.com/v1/audio-analysis/0Gx4VrHzS7pZOEAGrmXXBH,229510.0,4.0
Dile Que Tu Me Quieres,Ozuna,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",https://p.scdn.co/mp3-preview/036f095bfc8c1e1e14a0d297b94133de5c5ceb09?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.773,0.757,1.0,-4.959,1.0,0.0526,0.0864,3.73e-06,0.0727,0.858,88.006,5u5MvmVtitax9R1Mxh3reC,spotify:track:5u5MvmVtitax9R1Mxh3reC,https://api.spotify.com/v1/tracks/5u5MvmVtitax9R1Mxh3reC,https://api.spotify.com/v1/audio-analysis/5u5MvmVtitax9R1Mxh3reC,226520.0,4.0
Desde Esa Noche (feat. Maluma),Thalia,"['latin', 'latin pop', 'mexican pop']",https://p.scdn.co/mp3-preview/9db685acc584ee2bd7468c53efd59f81e16e60f8?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.78,0.929,11.0,-0.739,0.0,0.0532,0.171,0.0,0.0677,0.837,95.012,1pWYnQIlqxTh5bxuPmTG4E,spotify:track:1pWYnQIlqxTh5bxuPmTG4E,https://api.spotify.com/v1/tracks/1pWYnQIlqxTh5bxuPmTG4E,https://api.spotify.com/v1/audio-analysis/1pWYnQIlqxTh5bxuPmTG4E,227693.0,4.0
Borro Cassette,Maluma,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",https://p.scdn.co/mp3-preview/50013079cfbac7c713ae9d1eb5141194b8162527?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.73,0.701,5.0,-5.885,0.0,0.106,0.132,0.0,0.151,0.785,175.95,6DUdDIRgLqCGq1DwkNWQTN,spotify:track:6DUdDIRgLqCGq1DwkNWQTN,https://api.spotify.com/v1/tracks/6DUdDIRgLqCGq1DwkNWQTN,https://api.spotify.com/v1/audio-analysis/6DUdDIRgLqCGq1DwkNWQTN,207307.0,4.0
Me llamas (feat. Maluma) - Remix,Piso 21,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']",https://p.scdn.co/mp3-preview/a58e459065ab1104a650d6e8e684038e9d526b75?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.76,0.838,7.0,-3.828,0.0,0.0529,0.547,1.3e-06,0.0664,0.745,93.05,5hEM0JchdVzQ5PwvSfITeX,spotify:track:5hEM0JchdVzQ5PwvSfITeX,https://api.spotify.com/v1/tracks/5hEM0JchdVzQ5PwvSfITeX,https://api.spotify.com/v1/audio-analysis/5hEM0JchdVzQ5PwvSfITeX,210323.0,4.0
La Bicicleta (feat. Maluma) - Remix,Carlos Vives,"['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']",https://p.scdn.co/mp3-preview/a9eacd8fc1b1924c77b551f4dae1306a186d4260?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.598,0.917,0.0,-3.455,1.0,0.159,0.117,0.0,0.398,0.575,180.049,7IRuf7FrdQvOGs0g9mSNGr,spotify:track:7IRuf7FrdQvOGs0g9mSNGr,https://api.spotify.com/v1/tracks/7IRuf7FrdQvOGs0g9mSNGr,https://api.spotify.com/v1/audio-analysis/7IRuf7FrdQvOGs0g9mSNGr,254069.0,4.0
DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']",https://p.scdn.co/mp3-preview/76e609f738ac18dcb758cc3ff3f8b5bc389302a0?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.716,0.908,8.0,-3.254,0.0,0.103,0.0858,0.0,0.135,0.869,91.03,6YZdkObH88npeKrrkb8Ggf,spotify:track:6YZdkObH88npeKrrkb8Ggf,https://api.spotify.com/v1/tracks/6YZdkObH88npeKrrkb8Ggf,https://api.spotify.com/v1/audio-analysis/6YZdkObH88npeKrrkb8Ggf,199693.0,4.0
La Noche No Es para Dormir,Mano Arriba,['cumbia pop'],https://p.scdn.co/mp3-preview/a345336584d11573f2c7baf41fd518f5dc87ed3c?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.549,0.798,6.0,-4.185,1.0,0.0705,0.126,0.0,0.329,0.905,100.056,07ZHn1csuJvAQAZiYFds12,spotify:track:07ZHn1csuJvAQAZiYFds12,https://api.spotify.com/v1/tracks/07ZHn1csuJvAQAZiYFds12,https://api.spotify.com/v1/audio-analysis/07ZHn1csuJvAQAZiYFds12,199495.0,4.0
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",https://p.scdn.co/mp3-preview/afb53fb7e8ae5f5f234b99d3bb91df7db0fa4861?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.72,0.763,9.0,-4.068,0.0,0.0523,0.406,0.0,0.18,0.742,101.965,5knuzwU65gJK7IF5yJsuaW,spotify:track:5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/tracks/5knuzwU65gJK7IF5yJsuaW,https://api.spotify.com/v1/audio-analysis/5knuzwU65gJK7IF5yJsuaW,251088.0,4.0
La Gozadera (feat. Marc Anthony),Gente De Zona,"['cubaton', 'latin', 'latin hip hop', 'latin pop']",https://p.scdn.co/mp3-preview/b6cd41b3bb0a64dd5aeb83649047c3acba2de38b?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.616,0.989,9.0,-1.698,0.0,0.0483,0.166,0.0,0.172,0.902,95.036,0OMRAvrtLWE2TvcXorRiB9,spotify:track:0OMRAvrtLWE2TvcXorRiB9,https://api.spotify.com/v1/tracks/0OMRAvrtLWE2TvcXorRiB9,https://api.spotify.com/v1/audio-analysis/0OMRAvrtLWE2TvcXorRiB9,203160.0,4.0
Llamame Más Temprano,Mano Arriba,['cumbia pop'],https://p.scdn.co/mp3-preview/4625352d6fef837717e24bf62e94f8936428e628?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.822,0.849,7.0,-4.43,0.0,0.0792,0.161,0.0,0.0966,0.966,99.949,6JVZ8mwbwSU8iiJUE2kyql,spotify:track:6JVZ8mwbwSU8iiJUE2kyql,https://api.spotify.com/v1/tracks/6JVZ8mwbwSU8iiJUE2kyql,https://api.spotify.com/v1/audio-analysis/6JVZ8mwbwSU8iiJUE2kyql,185438.0,4.0
Manicomio,Cosculluela,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",https://p.scdn.co/mp3-preview/231a41054263d5eff2edfb8ff303886dde20e27f?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.744,0.754,8.0,-3.829,1.0,0.24,0.0213,1.33e-06,0.14,0.841,180.039,3n58u3LOFw8mITLvfPvQBz,spotify:track:3n58u3LOFw8mITLvfPvQBz,https://api.spotify.com/v1/tracks/3n58u3LOFw8mITLvfPvQBz,https://api.spotify.com/v1/audio-analysis/3n58u3LOFw8mITLvfPvQBz,228662.0,4.0
"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",https://p.scdn.co/mp3-preview/8f294a68b4834b75d664b92a5e145e73ab848a59?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.772,0.547,6.0,-6.373,0.0,0.0541,0.0983,4.35e-06,0.107,0.0957,130.099,0JoHqmlqE0W0i9prt6kcHR,spotify:track:0JoHqmlqE0W0i9prt6kcHR,https://api.spotify.com/v1/tracks/0JoHqmlqE0W0i9prt6kcHR,https://api.spotify.com/v1/audio-analysis/0JoHqmlqE0W0i9prt6kcHR,278107.0,4.0
Sin Contrato (feat. Don Omar & Wisin) - Remix,Maluma,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",https://p.scdn.co/mp3-preview/b577d35dc05298c88a7250bda9a813efc6e222ff?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.733,0.907,4.0,-4.002,0.0,0.158,0.0264,1.13e-06,0.1,0.661,96.053,2xNZeeqmwMPVKnD7FSQfgt,spotify:track:2xNZeeqmwMPVKnD7FSQfgt,https://api.spotify.com/v1/tracks/2xNZeeqmwMPVKnD7FSQfgt,https://api.spotify.com/v1/audio-analysis/2xNZeeqmwMPVKnD7FSQfgt,231480.0,4.0
24K Magic,Bruno Mars,"['dance pop', 'pop']",https://p.scdn.co/mp3-preview/4dd37467f9f28fcd4656652578609a62467fec66?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.818,0.803,1.0,-4.282,1.0,0.0797,0.034,0.0,0.153,0.632,106.97,6b8Be6ljOzmkOmFslEb23P,spotify:track:6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P,225983.0,4.0
In the Name of Love,Martin Garrix,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",https://p.scdn.co/mp3-preview/2f73f6b6902c3dd320bd4419b3f380a9e505be7f?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.501,0.519,4.0,-5.88,0.0,0.0409,0.109,0.0,0.454,0.168,133.99,23L5CiUhw2jV1OIMwthR3S,spotify:track:23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S,195707.0,4.0
Tu Ritmo,Los Bonnitos,"['argentine telepop', 'cumbia paraguaya', 'cumbia pop']",https://p.scdn.co/mp3-preview/b5f17492b32153286a1f9b93d4d1cf874c523085?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.785,0.764,11.0,-6.364,1.0,0.0382,0.135,0.0,0.0622,0.972,105.979,0BFgCEE7ozbyB1PpLpLyhM,spotify:track:0BFgCEE7ozbyB1PpLpLyhM,https://api.spotify.com/v1/tracks/0BFgCEE7ozbyB1PpLpLyhM,https://api.spotify.com/v1/audio-analysis/0BFgCEE7ozbyB1PpLpLyhM,146173.0,4.0
Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",https://p.scdn.co/mp3-preview/9abbfee5f3b414b3aff3c10b6772e762eba515fc?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.768,0.742,9.0,-6.308,1.0,0.0443,0.234,0.0,0.14,0.797,114.679,2SSYqDX8KTgy01NlqtUo0F,spotify:track:2SSYqDX8KTgy01NlqtUo0F,https://api.spotify.com/v1/tracks/2SSYqDX8KTgy01NlqtUo0F,https://api.spotify.com/v1/audio-analysis/2SSYqDX8KTgy01NlqtUo0F,219227.0,5.0
Sin Contrato (feat. Fifth Harmony),Maluma,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",https://p.scdn.co/mp3-preview/e64cb179afbf715ff1d6d6b53f07a5f177fcd627?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.782,0.791,11.0,-6.038,0.0,0.102,0.144,0.0,0.169,0.896,96.022,09S64DUkxIX9EwIaULu6yN,spotify:track:09S64DUkxIX9EwIaULu6yN,https://api.spotify.com/v1/tracks/09S64DUkxIX9EwIaULu6yN,https://api.spotify.com/v1/audio-analysis/09S64DUkxIX9EwIaULu6yN,181269.0,4.0
Noche Loca,Oken,"['reggaeton flow', 'trap latino']",https://p.scdn.co/mp3-preview/e3757af05e5befd40c055d9e0fbd177c4cde7c62?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.847,0.552,11.0,-7.792,0.0,0.127,0.442,0.0,0.121,0.582,97.984,2noT2sKSPwS2cmKsN9ZaXD,spotify:track:2noT2sKSPwS2cmKsN9ZaXD,https://api.spotify.com/v1/tracks/2noT2sKSPwS2cmKsN9ZaXD,https://api.spotify.com/v1/audio-analysis/2noT2sKSPwS2cmKsN9ZaXD,230981.0,4.0
Don't Let Me Down (feat. Daya) - Illenium Remix,The Chainsmokers,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",https://p.scdn.co/mp3-preview/cf4f616ceb617b66d6eaef77aef6034314c80050?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.428,0.656,11.0,-3.712,1.0,0.075,0.0751,0.181,0.15,0.355,79.648,15BlympuVSfZFROojEMY2M,spotify:track:15BlympuVSfZFROojEMY2M,https://api.spotify.com/v1/tracks/15BlympuVSfZFROojEMY2M,https://api.spotify.com/v1/audio-analysis/15BlympuVSfZFROojEMY2M,218933.0,4.0
Hasta el Amanecer,Nicky Jam,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",https://p.scdn.co/mp3-preview/258e2921c22cc8488a357b6b233b65c278305875?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.832,0.608,6.0,-6.042,0.0,0.0385,0.282,0.0,0.0761,0.589,94.013,5Fim1gaXBgsiFfsQAfQSDS,spotify:track:5Fim1gaXBgsiFfsQAfQSDS,https://api.spotify.com/v1/tracks/5Fim1gaXBgsiFfsQAfQSDS,https://api.spotify.com/v1/audio-analysis/5Fim1gaXBgsiFfsQAfQSDS,198707.0,4.0
Le Hace Falta Un Beso,El Chapo De Sinaloa,"['banda', 'musica mexicana', 'norteno', 'ranchera', 'tropical']",https://p.scdn.co/mp3-preview/14e5f9a17c019f59b40a5aaede52f0ddc469017c?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.792,0.245,4.0,-8.552,1.0,0.0529,0.326,0.0,0.0802,0.726,102.001,1SwY9YgXVgRbZM6uzxS4vU,spotify:track:1SwY9YgXVgRbZM6uzxS4vU,https://api.spotify.com/v1/tracks/1SwY9YgXVgRbZM6uzxS4vU,https://api.spotify.com/v1/audio-analysis/1SwY9YgXVgRbZM6uzxS4vU,167898.0,4.0
Chillax (feat. Ky-Mani Marley),Farruko,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",https://p.scdn.co/mp3-preview/a71de80a4b339c251537042703c498dbe5304aa7?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.827,0.646,1.0,-4.727,0.0,0.0766,0.0724,0.0,0.247,0.512,92.057,1lxswgIpzV6HhENRvkflES,spotify:track:1lxswgIpzV6HhENRvkflES,https://api.spotify.com/v1/tracks/1lxswgIpzV6HhENRvkflES,https://api.spotify.com/v1/audio-analysis/1lxswgIpzV6HhENRvkflES,197840.0,4.0
Loquita,Reik,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",https://p.scdn.co/mp3-preview/c3dc00831434d9f0c96955878e0ea70c5f7ea8bc?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.748,0.787,6.0,-4.026,0.0,0.103,0.356,0.00625,0.122,0.711,81.99,2OTULPNeQUkwQ0tNzcG7tj,spotify:track:2OTULPNeQUkwQ0tNzcG7tj,https://api.spotify.com/v1/tracks/2OTULPNeQUkwQ0tNzcG7tj,https://api.spotify.com/v1/audio-analysis/2OTULPNeQUkwQ0tNzcG7tj,199552.0,4.0
Te Vas A Recordar,Erick B,['corridos tumbados'],https://p.scdn.co/mp3-preview/2ed737223b805b7be17370d652214fd4612134bf?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.793,0.462,7.0,-12.939,0.0,0.0628,0.124,0.0,0.0995,0.474,106.226,7uEruRFEeMn57hrmZhA4w5,spotify:track:7uEruRFEeMn57hrmZhA4w5,https://api.spotify.com/v1/tracks/7uEruRFEeMn57hrmZhA4w5,https://api.spotify.com/v1/audio-analysis/7uEruRFEeMn57hrmZhA4w5,154992.0,3.0
Closer,The Chainsmokers,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",https://p.scdn.co/mp3-preview/aacaac1614505dbb3eb2045a31f2c0cb70e7aa59?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960.0,4.0
Locuras contigo,Rombai,['cumbia pop'],https://p.scdn.co/mp3-preview/325ba21b81813a29d07cae79ffbf2fdf2ede92f1?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.723,0.774,11.0,-3.939,0.0,0.0403,0.179,0.0,0.113,0.771,109.1,5jMvnSyOgGY8JpvHqeyVOg,spotify:track:5jMvnSyOgGY8JpvHqeyVOg,https://api.spotify.com/v1/tracks/5jMvnSyOgGY8JpvHqeyVOg,https://api.spotify.com/v1/audio-analysis/5jMvnSyOgGY8JpvHqeyVOg,131004.0,4.0
Era Tranquila,Marama,['cumbia pop'],https://p.scdn.co/mp3-preview/a34d46c3923b3c83c82f0a4b439b73ae12660c01?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.775,0.882,0.0,-2.803,1.0,0.04,0.0922,0.0,0.108,0.845,110.025,5OqaLWo9WbNPWDilrwNwzt,spotify:track:5OqaLWo9WbNPWDilrwNwzt,https://api.spotify.com/v1/tracks/5OqaLWo9WbNPWDilrwNwzt,https://api.spotify.com/v1/audio-analysis/5OqaLWo9WbNPWDilrwNwzt,146592.0,4.0
Baila Baila Baila - Remix,Ozuna,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",https://p.scdn.co/mp3-preview/d1c2decd46009883d807326b77e65ca4173522be?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.785,0.572,2.0,-7.504,1.0,0.123,0.0598,0.0,0.218,0.49,100.016,7mWFF4gPADjTQjC97CgFVt,spotify:track:7mWFF4gPADjTQjC97CgFVt,https://api.spotify.com/v1/tracks/7mWFF4gPADjTQjC97CgFVt,https://api.spotify.com/v1/audio-analysis/7mWFF4gPADjTQjC97CgFVt,235284.0,4.0
Nena Maldición (feat. Lenny Tavárez),Paulo Londra,"['argentine hip hop', 'trap argentino', 'trap latino']",https://p.scdn.co/mp3-preview/eac3f097124032b2589c0cc013dbb61214940f62?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.566,0.531,6.0,-6.635,1.0,0.0716,0.192,0.0,0.179,0.367,118.96,77dMSg2VHi2wwXjXNrmcrZ,spotify:track:77dMSg2VHi2wwXjXNrmcrZ,https://api.spotify.com/v1/tracks/77dMSg2VHi2wwXjXNrmcrZ,https://api.spotify.com/v1/audio-analysis/77dMSg2VHi2wwXjXNrmcrZ,227518.0,4.0
Deja de Llorar Chiquilla,Los Terricolas,"['ranchera', 'tropical']",https://p.scdn.co/mp3-preview/4d73ba3da38013a4d5ab0cf004e65a6910a59d85?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.378,0.399,7.0,-8.937,1.0,0.0444,0.779,0.0,0.143,0.483,85.533,5tPNtzaWcxqPKZIp4CJoTU,spotify:track:5tPNtzaWcxqPKZIp4CJoTU,https://api.spotify.com/v1/tracks/5tPNtzaWcxqPKZIp4CJoTU,https://api.spotify.com/v1/audio-analysis/5tPNtzaWcxqPKZIp4CJoTU,220497.0,4.0
El Perdedor,Aventura,"['bachata', 'bachata dominicana', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']",https://p.scdn.co/mp3-preview/7f7727856fee7cfd7eef8bfbcb3b966edc63564b?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.779,0.589,5.0,-10.645,1.0,0.0345,0.332,0.0,0.12,0.894,128.044,27ze5t5tIDPlVits0KRbxT,spotify:track:27ze5t5tIDPlVits0KRbxT,https://api.spotify.com/v1/tracks/27ze5t5tIDPlVits0KRbxT,https://api.spotify.com/v1/audio-analysis/27ze5t5tIDPlVits0KRbxT,215213.0,4.0
El Perdedor (feat. Yandel) - The Remix,Maluma,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",https://p.scdn.co/mp3-preview/ee009259faaf4a086b6252c5fd3065084cc366aa?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.751,0.742,0.0,-4.393,0.0,0.12,0.367,0.0,0.0946,0.85,173.941,4QsPTKvdpgkA7mBAvclZTa,spotify:track:4QsPTKvdpgkA7mBAvclZTa,https://api.spotify.com/v1/tracks/4QsPTKvdpgkA7mBAvclZTa,https://api.spotify.com/v1/audio-analysis/4QsPTKvdpgkA7mBAvclZTa,218640.0,4.0
Lo Intentamos,Espinoza Paz,"['musica mexicana', 'ranchera']",https://p.scdn.co/mp3-preview/61dd235d1a7883244e4e5cc817431f3713574407?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.731,0.502,8.0,-6.508,1.0,0.0356,0.54,1.91e-05,0.116,0.637,137.959,0TE6IiCnzQdFTwnWZ84JOq,spotify:track:0TE6IiCnzQdFTwnWZ84JOq,https://api.spotify.com/v1/tracks/0TE6IiCnzQdFTwnWZ84JOq,https://api.spotify.com/v1/audio-analysis/0TE6IiCnzQdFTwnWZ84JOq,197123.0,4.0
Hasta La Luna,Alcalde La Sonora,['cumbia sonidera'],https://p.scdn.co/mp3-preview/857388e20f22d3560a9ea061758fa0b81a17a719?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.528,0.71,5.0,-5.528,0.0,0.0513,0.144,0.00024,0.289,0.627,179.965,70xJ4ZKadNKMVB0tOJdorL,spotify:track:70xJ4ZKadNKMVB0tOJdorL,https://api.spotify.com/v1/tracks/70xJ4ZKadNKMVB0tOJdorL,https://api.spotify.com/v1/audio-analysis/70xJ4ZKadNKMVB0tOJdorL,264986.0,4.0
Comerte A Besos,Justin Quiles,"['latin', 'reggaeton', 'trap latino']",https://p.scdn.co/mp3-preview/6fffd0ffbc989505adc33136d6cc9ea446931617?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.798,0.721,11.0,-4.586,1.0,0.158,0.152,0.0,0.0814,0.509,88.04,3ffOuCtt8HjBwOsMbnzqTO,spotify:track:3ffOuCtt8HjBwOsMbnzqTO,https://api.spotify.com/v1/tracks/3ffOuCtt8HjBwOsMbnzqTO,https://api.spotify.com/v1/audio-analysis/3ffOuCtt8HjBwOsMbnzqTO,230320.0,4.0
La Mordidita (feat. Yotuel),Ricky Martin,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'puerto rican pop']",https://p.scdn.co/mp3-preview/0d910ea685cce9addeabdb4ad43b51670aa44ed4?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.725,0.903,0.0,-2.955,1.0,0.0658,0.0344,0.0,0.183,0.946,142.006,00i0O74dXdaKKdCrqHnfXm,spotify:track:00i0O74dXdaKKdCrqHnfXm,https://api.spotify.com/v1/tracks/00i0O74dXdaKKdCrqHnfXm,https://api.spotify.com/v1/audio-analysis/00i0O74dXdaKKdCrqHnfXm,211680.0,4.0
El Perdón (with Enrique Iglesias),Nicky Jam,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",https://p.scdn.co/mp3-preview/0efa75ccf1a0005618f070c722097f02bc91d9dd?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.628,0.69,8.0,-5.83,1.0,0.0511,0.443,0.0,0.113,0.66,179.908,7qCAVkHWZkF44OzOUKf8Cr,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/tracks/7qCAVkHWZkF44OzOUKf8Cr,https://api.spotify.com/v1/audio-analysis/7qCAVkHWZkF44OzOUKf8Cr,205907.0,4.0
Pasarla Bien,Juan Wauters,['indie rock'],https://p.scdn.co/mp3-preview/5ef0aee1a886745e2cd1ab5a2897cc0b0f66da04?cid=64f00e0d6c1b4a4f9c37e331d24323c6,0.551,0.322,7.0,-13.039,1.0,0.0304,0.92,0.0189,0.154,0.242,137.651,4D9xQDVdWu3wbl77k1tmGT,spotify:track:4D9xQDVdWu3wbl77k1tmGT,https://api.spotify.com/v1/tracks/4D9xQDVdWu3wbl77k1tmGT,https://api.spotify.com/v1/audio-analysis/4D9xQDVdWu3wbl77k1tmGT,135458.0,4.0
